price,status,area,rate per sqft,property type,locality,builder name,rera approval,bhk_count,society,company name,flat type,price_tier,price_cr
14000000,under construction,1215,11522,2 bhk apartment in shapoorji pallonji joyville gurugram ii,sector 102,properties for sale in gurgaon,approved by rera,2,shapoorji pallonji joyville gurugram ii,shapoorji,apartment,value-mid,1.4
13000000,ready to move,1099,11828,2 bhk apartment in hero homes gurgaon,sector 104,kore realty investment solutions,not approved by rera,2,hero homes gurgaon,hero,apartment,value-mid,1.3
19900000,under construction,1579,12602,3 bhk apartment in tata tata la vida,sector 113,kore realty investment solutions,approved by rera,3,tata tata la vida,tata,apartment,value-mid,1.99
18500000,ready to move,1650,11212,3 bhk apartment in emaar gurgaon greens,sector 102,kore realty investment solutions,not approved by rera,3,emaar gurgaon greens,emaar,apartment,value-mid,1.85
34400000,ready to move,2298,14969,4 bhk apartment in m3m capital,sector 113,onkar real estate solutions,not approved by rera,4,m3m capital,m3m,apartment,premium,3.44
12000000,ready to move,1425,8421,2 bhk apartment in indiabulls centrum park,sector 103,onkar real estate solutions,not approved by rera,2,indiabulls centrum park,indiabulls,apartment,budget,1.2
24100000,ready to move,1665,14474,3 bhk apartment in m3m capital,sector 113,onkar real estate solutions,not approved by rera,3,m3m capital,m3m,apartment,premium,2.41
43500000,ready to move,4650,9354,5 bhk apartment in ats tourmaline,sector 109,onkar real estate solutions,not approved by rera,5,ats tourmal,ats,apartment,ultra-luxury,4.35
36000000,ready to move,1711,21040,3 bhk apartment in sobha city,sector 108,onkar real estate solutions,not approved by rera,3,sobha city,sobha,apartment,premium,3.6
22500000,ready to move,1689,13321,3 bhk apartment in adani m2k oyster grande,sector 102,onkar real estate solutions,not approved by rera,3,adani m2k oyster grande,adani,apartment,value-mid,2.25
19200000,ready to move,1880,10212,3 bhk apartment,sector 109,kore realty investment solutions,not approved by rera,3,outside socity,outside,plot,value-mid,1.92
30000000,ready to move,1430,20979,3 bhk apartment in dlf wellington estate,sector 53,kore realty investment solutions,not approved by rera,3,dlf well,dlf,apartment,premium,3.0
33100000,under construction,2365,13995,3 bhk apartment in m3m golf hills phase 1,sector 79,onkar real estate solutions,approved by rera,3,m3m golf hills phase 1,m3m,apartment,premium,3.31
35000000,ready to move,3240,10802,4 bhk independent floor,sector 41,home,not approved by rera,4,outside socity,outside,plot,premium,3.5
42500000,ready to move,3762,11297,4 bhk independent floor,sushant lok,property in gurgaon,not approved by rera,4,outside socity,outside,plot,ultra-luxury,4.25
26200000,under construction,1750,15000,3 bhk apartment,sector 89,properties for sale in gurgaon,not approved by rera,3,outside socity,outside,plot,premium,2.62
32500000,ready to move,2430,13374,3 bhk independent floor,dlf phase 4,millennial estates,not approved by rera,3,outside socity,outside,plot,premium,3.25
36000000,ready to move,3240,11111,4 bhk independent floor,dlf phase 4,millennial estates,not approved by rera,4,outside socity,outside,plot,premium,3.6
25000000,ready to move,1935,12919,3 bhk independent floor,sushant lok,millennial estates,not approved by rera,3,outside socity,outside,plot,premium,2.5
52500000,ready to move,2295,22875,3 bhk apartment in conscient hines elevate,sector 59,millennial estates,not approved by rera,3,conscient h,conscient,apartment,ultra-luxury,5.25
25000000,ready to move,2025,12345,3 bhk apartment in emaar palm heights,sector 77,millennial estates,not approved by rera,3,emaar palm heights,emaar,apartment,premium,2.5
38000000,ready to move,2450,15510,3 bhk apartment in puri diplomatic residences,sector 111,millennial estates,not approved by rera,3,puri diplomatic residences,puri,apartment,premium,3.8
46500000,ready to move,4500,10333,4 bhk independent floor,sector 41,millennial estates,not approved by rera,4,outside socity,outside,plot,ultra-luxury,4.65
110000000,ready to move,4200,26190,4 bhk apartment in dlf the belaire,sector 54,millennial estates,not approved by rera,4,dlf the belaire,dlf,apartment,ultra-luxury,11.0
30000000,under construction,2000,15000,3 bhk apartment in godrej zenith,sector 89,millennial estates,approved by rera,3,godrej zenith,godrej,apartment,premium,3.0
44000000,under construction,3640,12087,4 bhk apartment in whiteland the aspen,sector 76,millennial estates,approved by rera,4,whiteland the aspen,whiteland,apartment,ultra-luxury,4.4
33500000,ready to move,2700,12407,4 bhk independent floor,sushant lok,millennial estates,not approved by rera,4,outside socity,outside,plot,premium,3.35
42500000,ready to move,3470,12247,4 bhk apartment in bestech park view grand spa,sector 81,millennial estates,not approved by rera,4,bestech park view grand spa,bestech,apartment,ultra-luxury,4.25
67500000,ready to move,3350,20149,4 bhk apartment in m3m golf estate,sector 65,millennial estates,not approved by rera,4,m3m golf estate,m3m,apartment,ultra-luxury,6.75
12500000,ready to move,1534,8148,2 bhk apartment in m3m woodshire,sector 107,millennial estates,not approved by rera,2,m3m woodshire,m3m,apartment,value-mid,1.25
17000000,ready to move,1758,9670,3 bhk apartment in experion the heartsong,sector 108,millennial estates,not approved by rera,3,experion the heartsong,experion,apartment,value-mid,1.7
38500000,ready to move,2430,15843,8 bhk independent house,palam vihar,millennial estates,not approved by rera,8,outside socity,outside,plot,premium,3.85
18000000,ready to move,1850,9729,3 bhk independent floor,palam vihar,kore realty investment solutions,not approved by rera,3,outside socity,outside,plot,value-mid,1.8
19000000,ready to move,1850,10270,3 bhk independent floor,palam vihar,home,not approved by rera,3,outside socity,outside,plot,value-mid,1.9
30000000,ready to move,3240,9259,4 bhk independent floor,palam vihar,property in gurgaon,not approved by rera,4,outside socity,outside,plot,premium,3.0
15500000,ready to move,960,16145,3 bhk independent house,sector 4,dayal associates,not approved by rera,3,outside socity,outside,plot,value-mid,1.55
20000000,ready to move,1950,10256,4 bhk apartment in emaar palm hills,sector 77,dayal associates,not approved by rera,4,emaar palm hills,emaar,apartment,value-mid,2.0
12000000,under construction,1190,10084,3 bhk independent floor in signature global city 92 2,sector 92,dayal associates,approved by rera,3,signature global city 92 2,signature,floor,budget,1.2
15000000,under construction,1150,13043,2 bhk independent floor in smart smartworld orchard,sector 61,pooja madhan,approved by rera,2,smart smartworld orchard,smart,floor,value-mid,1.5
21500000,ready to move,1930,11139,3 bhk apartment in dlf the skycourt,sector 86,the realty street,not approved by rera,3,dlf the skycourt,dlf,apartment,value-mid,2.15
16500000,ready to move,1450,11379,3 bhk apartment in emaar palm hills,sector 77,the realty street,not approved by rera,3,emaar palm hills,emaar,apartment,value-mid,1.65
35000000,under construction,2599,13466,4 bhk apartment in godrej air,sector 85,the realty street,approved by rera,4,godrej air,godrej,apartment,premium,3.5
17200000,under construction,1420,12112,2 bhk apartment in m3m golf hills phase 1,sector 79,the realty street,approved by rera,2,m3m golf hills phase 1,m3m,apartment,value-mid,1.72
22000000,ready to move,2264,9717,4 bhk apartment in dlf regal gardens,sector 90,the realty street,not approved by rera,4,dlf regal gardens,dlf,apartment,value-mid,2.2
21500000,ready to move,2200,9772,3 bhk independent floor,palam vihar,the realty street,not approved by rera,3,outside socity,outside,plot,value-mid,2.15
60000000,resale,4221,14214,residential plot in experion westerlies,sector 108,the realty street,not approved by rera,0,experion westerlies,experion,plot,ultra-luxury,6.0
12900000,resale,1350,9555,residential plot in bptp district 6 block l,sector 84,the realty street,not approved by rera,6,bptp district 6 block l,bptp,plot,value-mid,1.29
11400000,resale,1260,9111,residential plot in bptp district 6 block l,sector 84,dayal associates,not approved by rera,6,bptp district 6 block l,bptp,plot,budget,1.14
11000000,resale,1260,8777,residential plot in bptp district 6 block l,sector 84,wealth castle realty,not approved by rera,6,bptp district 6 block l,bptp,plot,budget,1.1
8600000,ready to move,1264,6803,2 bhk apartment in eldeco accolade,sector 2 sohna,better home,not approved by rera,2,eldeco accolade,eldeco,apartment,budget,0.86
5000000,ready to move,745,6711,3 bhk apartment in signature global the serenas,sector 36 sohna,better home,not approved by rera,3,signature global the serenas,signature,apartment,budget,0.5
3800000,ready to move,729,5212,2 bhk apartment in arete affordable group housing colony,sector 6,better home,not approved by rera,2,arete affordable group hous,arete,apartment,budget,0.38
4000000,ready to move,633,6319,2 bhk apartment in signature global the serenas,sector 36 sohna,home,not approved by rera,2,signature global the serenas,signature,apartment,budget,0.4
4500000,ready to move,683,6588,2 bhk apartment in signature global the serenas,sector 36 sohna,property in gurgaon,not approved by rera,2,signature global the serenas,signature,apartment,budget,0.45
16600000,under construction,1190,14000,3 bhk apartment in signature global city 92 phase 2,sector 92,properties for sale in gurgaon,approved by rera,3,signature global city 92 phase 2,signature,apartment,value-mid,1.66
16000000,under construction,1145,14000,2 bhk apartment in signature global city 92 phase 2,sector 92,bright landbase,approved by rera,2,signature global city 92 phase 2,signature,apartment,value-mid,1.6
9576000,ready to move,1197,8000,2 bhk apartment in m3m sierra 68,sector 68,bright landbase,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.9576
9592000,ready to move,1199,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.9592
9600000,ready to move,1200,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.96
9616000,ready to move,1202,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.9616
9536000,ready to move,1192,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.9536
4589000,ready to move,1498,3064,2 bhk apartment in raheja navodaya,sector 92,empire makers consulting rera 315,not approved by rera,2,raheja navodaya,raheja,apartment,budget,0.4589
6119000,ready to move,1990,3075,3 bhk apartment in raheja navodaya,sector 92,empire makers consulting rera 315,not approved by rera,3,raheja navodaya,raheja,apartment,budget,0.6119
11800000,ready to move,1478,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,1.18
12300000,ready to move,1545,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,1.23
6242000,ready to move,1100,5675,1 bhk apartment in raheja navodaya,sector 92,empire makers consulting rera 315,not approved by rera,1,raheja navodaya,raheja,apartment,budget,0.6242
17500000,ready to move,3100,5675,4 bhk apartment in raheja navodaya,sector 92,empire makers consulting rera 315,not approved by rera,4,raheja navodaya,raheja,apartment,value-mid,1.75
9736000,ready to move,1217,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.9736
9752000,ready to move,1219,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.9752
9094000,ready to move,2850,3191,4 bhk apartment in raheja navodaya,sector 92,empire makers consulting rera 315,not approved by rera,4,raheja navodaya,raheja,apartment,budget,0.9094
13300000,ready to move,2350,5675,3 bhk apartment in raheja navodaya,sector 92,empire makers consulting rera 315,not approved by rera,3,raheja navodaya,raheja,apartment,value-mid,1.33
9776000,ready to move,1222,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.9776
9808000,ready to move,1226,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.9808
11600000,ready to move,1450,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,1.16
9944000,ready to move,1243,8000,2 bhk apartment in m3m sierra 68,sector 68,empire makers consulting rera 315,not approved by rera,2,m3m sierra 68,m3m,apartment,budget,0.9944
